timestamp,cpu_usage_percent,mem_usage_percent,disk_usage_percent,read_disk,write_disk
0s,11.4,26.9,0,0,0
5s,4.9,27.0,3.30,0,72
10s,8.0,27.0,21.5,0,220
15s,25.2,27.0,24.4,0,3159
20s,5.6,27.0,0.40,0,180
25s,25.9,26.8,1.00,0,612
30s,2.9,27.3,0,0,0
35s,28.2,27.5,22.6,0,4510
40s,53.8,27.8,0.70,0,212
45s,43.4,28.1,24.1,0,18
50s,5.7,28.1,3.00,0,1023
55s,16.3,28.0,21.4,0,8181
60s,19.2,28.0,0.20,0,300
