timestamp,cpu_usage_percent,mem_usage_percent,disk_usage_percent,read_disk,write_disk
0s,16.7,19.1,33.3,0,4090
5s,3.0,19.2,20.7,0,577
10s,23.3,19.2,49.1,0,260
15s,14.6,20.8,57.7,32,250
20s,3.5,20.5,1.70,0,216
25s,4.1,20.4,19.0,0,9911
30s,2.3,20.9,2.10,0,100
35s,10.3,20.9,1.90,0,160
40s,6.7,20.8,1.50,0,304
45s,14.7,20.7,0.40,0,312
50s,7.7,20.7,3.80,0,71
55s,7.8,20.7,3.20,0,68
60s,15.7,20.7,1.40,0,24
