timestamp,cpu_usage_percent,mem_usage_percent,disk_usage_percent,read_disk,write_disk
0s,2.3,19.6,2.70,0,20
5s,2.2,19.6,3.50,0,35
10s,15.8,19.6,0.40,0,128
15s,10.7,19.6,4.40,0,24
20s,3.0,19.6,20.8,0,1040
25s,3.0,19.5,20.1,0,15
30s,3.0,19.5,13.6,0,24
35s,16.0,19.5,4.70,0,12
40s,2.4,19.6,4.30,0,21
45s,5.9,19.6,2.50,0,17
50s,6.6,19.6,3.30,0,24
55s,5.8,19.6,64.1,0,4091
60s,2.3,19.6,5.80,0,16
