timestamp,cpu_usage_percent,mem_usage_percent,disk_usage_percent,read_disk,write_disk
0s,17.1,23.2,0.70,0,232
5s,14.9,23.7,0.80,0,0
10s,38.7,23.6,57.1,0,7663
15s,6.0,21.1,12.5,0,45
20s,3.0,19.5,75.6,0,82
25s,3.0,19.6,13.2,0,75
30s,3.0,19.6,8.90,0,65
35s,5.0,19.5,13.6,0,24
40s,15.7,19.8,16.1,44,8187
45s,3.0,19.7,4.50,0,53
50s,2.0,19.6,2.70,0,12
55s,3.2,19.7,7.80,0,43
60s,6.8,19.7,14.5,60,32
