timestamp,cpu_usage_percent,mem_usage_percent,disk_usage_percent,read_disk,write_disk
0s,11.6,19.4,0,0,0
5s,3.0,19.4,0,0,0
10s,21.8,19.5,11.8,0,15
15s,12.5,21.5,0.90,0,248
20s,15.3,21.1,0.40,0,164
25s,11.1,22.3,14.6,0,1684
30s,8.2,21.6,27.4,0,10
35s,4.8,21.5,0,0,0
40s,6.7,21.2,32.2,0,124
45s,17.9,21.2,28.6,0,20
50s,5.7,21.2,0.50,0,28
55s,4.7,21.2,1.20,0,152
60s,4.2,21.3,53.3,0,20
