timestamp,cpu_usage_percent,mem_usage_percent,disk_usage_percent,read_disk,write_disk
0s,4.8,19.4,0,0,0
5s,7.0,19.4,0,0,0
10s,20.7,19.4,0.50,0,124
15s,11.8,19.3,0,0,0
20s,3.0,19.4,0,0,0
25s,5.0,19.3,0.20,0,44
30s,4.0,19.3,81.9,0,32
35s,12.9,19.4,60.8,0,32
40s,3.0,19.4,0,0,0
45s,2.0,19.4,17.6,0,12
50s,3.0,19.3,0,0,0
55s,3.0,19.3,81.9,0,104
60s,15.7,19.3,15.1,0,24
