timestamp,cpu_usage_percent,mem_usage_percent,disk_usage_percent,read_disk,write_disk
0s,11.4,23.5,0.90,0,168
5s,17.8,23.5,11.7,0,64
10s,34.1,22.5,12.4,0,7932
15s,3.0,19.9,1.30,0,765
20s,3.9,19.3,2.24,0,34
25s,2.0,19.4,5.10,0,13
30s,3.0,19.4,13.6,0,4094
35s,2.0,19.4,3.00,0,4095
40s,1.1,19.4,3.60,0,234
45s,2.0,19.3,69.1,0,8191
50s,96.2,19.5,81.0,169,648
55s,12.0,19.5,0.10,0,4095
60s,12.9,19.4,0.20,0,20
