timestamp,cpu_usage_percent,mem_usage_percent,disk_usage_percent,read_disk,write_disk
0s,4.0,15.2,0,0,0
5s,4.0,15.2,0,0,0
10s,21.2,15.5,76.2,0,24
15s,38.4,17.0,96.9,0,118
20s,5.0,17.2,18.0,0,15
25s,19.1,16.3,71.7,0,839
30s,6.9,16.0,3.50,0,1171
35s,5.9,16.0,0,0,0
40s,3.9,16.0,18.4,0,76
45s,5.8,16.0,8.29,0,52
50s,16.7,16.0,42.1,0,795
55s,4.9,16.0,46.3,0,21
60s,15.8,16.0,64.5,0,27
65s,10.7,16.0,64.7,0,18
70s,17.5,16.2,57.9,0,428
75s,16.5,16.1,8.99,0,72
80s,4.8,16.1,7.59,0,20
85s,3.9,16.1,0.70,0,48
90s,4.6,16.0,13.5,0,4092
95s,3.9,16.0,0,0,0
100s,2.3,16.1,69.9,0,15
105s,4.9,16.1,0,0,0
110s,4.9,16.1,0,0,0
115s,4.4,16.1,13.5,0,4092
120s,17.3,16.0,17.2,0,108
