timestamp,cpu_usage_percent,mem_usage_percent,disk_usage_percent,read_disk,write_disk
0s,22.5,15.8,0.40,0,48
5s,8.8,15.7,0,0,0
10s,11.2,14.3,0,0,0
15s,2.9,14.2,56.4,0,52
20s,3.9,14.2,57.6,0,84
25s,2.9,14.3,0,0,0
30s,2.9,14.3,5.39,0,4091
35s,2.9,14.3,0,0,0
40s,3.9,14.3,9.89,0,4093
45s,3.9,14.3,0,0,0
50s,2.9,14.3,12.5,0,4091
55s,2.9,14.3,0,0,0
60s,2.9,14.2,10.6,0,4090
