timestamp,cpu_usage_percent,mem_usage_percent,disk_usage_percent,read_disk,write_disk
0s,4.1,14.7,0,0,0
5s,2.0,14.6,3.20,0,4090
10s,8.3,14.6,22.3,0,292
15s,3.0,14.6,0,0,0
20s,29.4,14.5,0,0,0
25s,2.0,15.1,0,0,0
30s,2.1,15.3,0,0,0
35s,15.3,15.6,5.19,0,475
40s,7.8,15.7,63.1,0,3272
45s,4.1,15.7,3.70,0,1246
50s,2.0,15.7,0,0,0
55s,4.0,15.7,18.7,0,376
60s,16.0,15.7,21.5,0,204
