timestamp,cpu_usage_percent,mem_usage_percent,disk_usage_percent,read_disk,write_disk
0s,2.2,6.1,13.6,0,20
5s,2.9,6.1,0,0,0
10s,31.0,6.1,33.9,0,1695
15s,2.1,5.0,83.4,0,12
20s,3.0,5.0,0,0,0
25s,2.0,5.0,0,0,0
30s,3.1,5.0,0,0,0
35s,14.4,5.1,56.9,0,12
40s,16.2,5.1,22.2,0,4090
45s,2.1,5.1,0,0,0
50s,2.1,5.1,13.6,0,12
55s,1.1,5.1,13.6,0,12
60s,3.1,5.1,0.30,0,16
