timestamp,cpu_usage_percent,mem_usage_percent,disk_usage_percent,read_disk,write_disk
0s,3.8,11.6,81.9,0,24
5s,3.3,11.6,0.30,0,20
10s,28.7,11.6,23.8,0,1468
15s,28.0,10.7,22.3,0,2952
20s,3.0,10.8,13.5,0,4091
25s,3.1,10.8,0.60,0,4090
30s,3.1,10.8,18.2,0,24
35s,15.3,10.8,33.1,0,6268
40s,15.2,10.8,9.98,0,4089
45s,2.1,10.9,0,0,0
50s,2.0,10.8,0,0,0
55s,3.0,10.7,89.2,0,16
60s,3.0,10.7,0.30,0,32
