timestamp,cpu_usage_percent,mem_usage_percent,disk_usage_percent,read_disk,write_disk
0s,14.3,15.7,8.20,0,33
5s,3.0,15.7,0,0,0
10s,27.1,15.8,39.9,0,1244
15s,5.0,17.2,0.40,0,368
20s,10.2,17.2,0.50,0,48
25s,74.1,16.1,2.20,0,703
30s,11.9,16.4,2.20,0,1811
35s,3.9,16.3,0,0,0
40s,3.9,16.2,0,0,0
45s,30.7,16.2,26.9,0,1155
50s,17.2,16.3,16.5,0,51
55s,3.9,16.6,0.30,0,124
60s,6.5,16.4,0.10,0,32
65s,3.9,16.5,0,0,0
70s,3.9,16.4,0,0,0
75s,3.9,16.4,10.5,0,4092
80s,5.9,16.4,80.4,0,52
85s,3.9,16.4,0.70,0,108
90s,4.0,16.4,0,0,0
95s,3.0,16.4,1.10,0,4091
100s,6.8,16.4,13.6,0,4092
105s,4.5,16.4,83.6,0,64
110s,3.9,16.4,66.0,0,975
115s,7.7,16.8,0,0,0
120s,7.7,16.9,13.5,0,4092
