timestamp,cpu_usage_percent,mem_usage_percent,disk_usage_percent,read_disk,write_disk
0s,6.1,10.4,9.89,0,112
5s,2.0,10.4,0,0,0
10s,15.1,10.4,62.8,0,6371
15s,4.1,10.4,0,0,0
20s,4.1,10.4,0.30,0,200
25s,12.8,10.4,0.10,0,12
30s,5.1,10.4,0,0,0
35s,6.8,10.4,0,0,0
40s,5.1,10.4,0,0,0
45s,15.6,10.3,0.10,0,48
50s,15.5,10.3,27.1,0,5443
55s,24.7,10.4,4.50,22,0
60s,3.1,10.2,0,0,0
65s,3.0,10.2,0,0,0
70s,3.1,10.3,0,0,0
