timestamp,cpu_usage_percent,mem_usage_percent,disk_usage_percent,read_disk,write_disk
0s,9.7,9.8,0.90,0,220
5s,3.9,9.7,21.2,0,112
10s,14.1,8.8,6.20,0,6448
15s,2.1,5.6,0,0,0
20s,3.1,5.6,0,0,0
25s,3.1,5.6,13.5,0,8182
30s,2.1,5.6,45.2,0,8181
35s,15.3,5.6,30.7,0,52
40s,14.4,5.6,21.3,0,8181
45s,3.0,5.6,0.30,0,16
50s,1.0,5.6,13.6,0,8179
55s,2.1,5.6,13.5,0,8182
60s,2.1,5.6,82.0,0,12
