timestamp,cpu_usage_percent,mem_usage_percent,disk_usage_percent,read_disk,write_disk
0s,3.4,18.5,79.9,0,20
5s,2.0,18.4,0,0,0
10s,20.4,18.5,6.99,0,1726
15s,3.0,18.3,0.10,0,8182
20s,4.1,18.3,0,0,0
25s,4.0,18.3,0,0,0
30s,3.0,18.3,9.99,0,4090
35s,7.1,18.4,0.20,0,503
40s,3.0,18.4,80.0,0,152
45s,3.0,18.4,0.20,0,24
50s,5.2,18.4,0.10,0,4091
55s,3.0,18.4,0,0,0
60s,3.0,18.3,0.10,0,4091
