timestamp,cpu_usage_percent,mem_usage_percent,disk_usage_percent,read_disk,write_disk
0s,12.7,22.7,0,0,0
5s,11.8,22.8,68.3,0,36
10s,28.4,23.0,32.4,140,14
15s,12.8,24.5,9.908190,4627,
20s,20.9,23.4,0,0,0
25s,14.9,23.1,0.40,0,100
30s,11.4,23.0,64.2,0,28
35s,15.7,23.3,0,0,0
40s,19.4,23.3,75.8,0,8223
45s,15.5,23.3,2.50,0,480
50s,19.5,23.1,0.60,0,216
55s,10.5,23.1,0.20,0,24
60s,12.9,23.1,17.6,0,8191
65s,18.2,23.1,32.8,0,104
70s,8.1,23.1,0.40,0,28
75s,24.8,23.1,40.4,0,104
80s,11.8,23.1,8.70,0,48
85s,10.2,23.1,0.70,0,52
90s,27.9,23.1,7.09,0,112
95s,17.4,23.2,4.50,0,244
100s,17.6,23.2,0,0,0
105s,19.6,23.2,13.6,0,4094
110s,42.0,23.4,87.6,0,321
115s,19.8,23.8,0.20,0,28
120s,22.6,24.0,0.60,0,136
