timestamp,cpu_usage_percent,mem_usage_percent,disk_usage_percent,read_disk,write_disk
0s,13.8,13.0,0,0,0
5s,16.0,12.8,0,0,0
10s,33.7,12.9,56.6,0,140
15s,35.2,13.4,28.8,96,61
20s,15.3,13.4,1.30,300,116
25s,27.3,13.5,1.70,0,448
30s,71.4,14.7,3.80,0,2912
35s,18.2,14.4,13.7,0,4092
40s,12.0,14.4,1.10,0,92
45s,22.7,14.4,0.50,0,28
50s,19.6,14.4,0,0,0
55s,8.2,14.4,80.6,0,24
60s,11.9,14.4,0,0,0
