timestamp,cpu_usage_percent,mem_usage_percent,disk_usage_percent,read_disk,write_disk
0s,20.0,20.0,0,0,0
5s,15.8,20.0,0,0,0
10s,47.1,20.5,18.2,220,19
15s,28.0,20.7,10.8,188,5527
20s,20.9,20.4,1.50,0,464
25s,28.6,21.2,14.2,0,1528
30s,8.1,21.3,4.30,0,956
35s,26.7,21.9,1.00,0,488
40s,16.2,21.9,1.10,0,248
45s,10.7,21.8,0,0,0
50s,10.7,21.7,0.70,0,404
55s,16.3,21.7,5.00,0,3203
60s,14.0,21.8,0.20,0,124
