timestamp,cpu_usage_percent,mem_usage_percent,disk_usage_percent,read_disk,write_disk
0s,17.9,17.8,27.1,0,28
5s,4.8,17.8,13.7,0,4092
10s,53.1,18.0,81.6,0,130
15s,8.0,17.1,0,0,0
20s,1.1,15.9,0,0,0
25s,3.3,15.9,0,0,0
30s,15.0,15.9,19.8,0,4091
35s,15.2,15.8,0,0,0
40s,3.0,15.8,0,0,0
45s,3.0,15.8,37.6,0,20
50s,3.0,15.9,0,0,0
55s,4.4,15.9,13.6,0,8183
60s,2.0,15.9,43.6,0,24
