timestamp,cpu_usage_percent,mem_usage_percent,disk_usage_percent,read_disk,write_disk
0s,8.6,19.5,0.30,0,639
5s,5.8,19.4,0,0,0
10s,31.5,18.1,48.8,0,376
15s,7.5,18.2,18.4,0,52
20s,31.5,18.1,10.2,0,100
25s,18.9,18.1,0.10,0,4094
30s,9.1,18.2,0,0,0
35s,20.0,18.2,0.30,0,52
40s,18.4,18.2,58.3,0,664
45s,32.6,18.2,27.0,0,124
50s,15.8,18.2,0,0,0
55s,11.4,18.1,0,0,0
60s,17.2,18.1,0,0,0
