timestamp,cpu_usage_percent,mem_usage_percent,disk_usage_percent,read_disk,write_disk
0s,7.7,15.7,0,0,0
5s,13.2,15.7,18.2,0,8192
10s,23.3,15.6,19.2,0,2632
15s,23.6,13.1,48.8,0,24
20s,15.9,13.2,0,0,0
25s,12.7,13.2,54.9,0,136
30s,16.5,13.2,11.9,0,4095
35s,16.0,13.2,53.9,0,2107
40s,38.4,13.3,27.9,0,248
45s,37.5,13.3,7.50,0,156
50s,14.7,13.3,0,0,0
55s,16.3,13.3,0.10,0,12
60s,17.2,13.2,0.70,0,4092
