timestamp,cpu_usage_percent,mem_usage_percent,disk_usage_percent,read_disk,write_disk
0s,11.2,13.3,13.5,0,4095
5s,14.0,13.3,0.10,0,12
10s,13.1,13.3,0,0,0
15s,14.8,13.4,0,0,0
20s,13.1,13.4,0,0,0
25s,30.2,13.6,13.6,0,420
30s,16.5,13.8,21.2,0,212
35s,35.3,14.2,0,0,0
40s,27.6,14.7,11.9,0,4394
45s,40.5,14.5,20.2,0,19
50s,13.5,14.6,0,0,0
55s,7.8,14.5,73.1,0,124
60s,14.0,14.7,17.7,0,296
